Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Product Short
Computers and Laptops,mouse gaming/ gaming mouse terlaris hp m160 - usb 1000dpi rgb 3 button - putih,Jakarta Pusat,140000,4.9,4074,2249,1,"belanja dari official store, kondisi barang diterima seperti sampah dan barang rongsokan. terima kasih.",Negative,Anger,mouse gaming/ gaming mous...
Computers and Laptops,rexus mouse wireless gaming avenger 110 - perak,Jakarta Pusat,89000,4.8,2281,1289,1,ngaco banget pesen mouse tapi gak lengkap. gak ada penutup batre sama bluetoothnya,Negative,Anger,rexus mouse wireless gami...
Computers and Laptops,mouse gaming hp m150 - 1600dpi usb wired macro programmable - hitam,Jakarta Utara,89000,4.9,293,124,1,barang emang harga aslinya sekitar 55 an tapi seller sok sok an bikin diskon yg dari 99rb di diskon 59rb.olshop emang keras,Negative,Anger,mouse gaming hp m150 - 16...
Computers and Laptops,ram kingston hyperx fury gaming ddr3 8gb 1600mhz 12800 ram pc ddr3 8gb,Jakarta Selatan,345000,4.9,8233,2821,1,"salah beli gabisa dituker, pas di coba ternyata gabisa pas ditanya ini klaim garansi gimana yang bales malah bot. tai",Negative,Anger,ram kingston hyperx fury ...
Computers and Laptops,kuke kls-808 meja lipat laptop /meja laptop lipat/oxy folding table - hitam,Jakarta Barat,129999,4.8,4330,2096,1,"sangat tidak puas, baik produknya dan pelayanannya, barang cacat, pada kondisi tertutup saya, mejanya tidak bisa menutup rapat, itu dikarenakan pemasangan engselnya tidak sejajar (1 tinggi, 1 pendek, ini yg menyebabkan listnya sobek, krn dipaksa saat menutup daun mejanya. jadi fix nya ini cacat pabrik bukan masalah pengiriman. dan ternyata komplain ga diterima oleh toko penjual, suruh hubungi sendiri ke kurirnya.",Negative,Anger,kuke kls-808 meja lipat l...
Computers and Laptops,kuke kls-808 meja lipat laptop /meja laptop lipat/oxy folding table - hitam,Jakarta Barat,129999,4.8,4330,2096,1,quality barang jelek. baut lepas terus,Negative,Anger,kuke kls-808 meja lipat l...
Computers and Laptops,"rb - c78 meja laptop lipat portable meja belajar anak multifungsi anti - polos, 03",Kab. Tangerang,39998,4.7,5936,2344,1,banyakk rusakk dan lecet nyaaaa !!!!,Negative,Anger,rb - c78 meja laptop lipa...
Computers and Laptops,usams memory card microsd class 10 4gb 8gb 16gb 32gb 64gb - 4 gb,Kota Tangerang,45000,4.9,1271,449,1,"barang pesan 2 yang dateng 1 bayar harga 2 yg dateng 1 makasih ... ga ush dibuktikan ,cek aja pengeluaran barang nya -baru cek pembeli jgn pembeli yang ditanya2 unboxing ga terlalu penting abis2in quota",Negative,Anger,usams memory card microsd...
Computers and Laptops,mini keyboard wireless i8 2.4g handheld keyboard untuk smart tv tv box - tanpa bubble,Jakarta Barat,51000,4.7,793,280,1,"keyboard tdk nyala sama sekali padahal baterai baru dicoba beberapa kali tdk bisa ,memang lebih murah dari toko lain ,barang tdk bisa sama saja bohong",Negative,Anger,mini keyboard wireless i8...
Computers and Laptops,mini keyboard wireless i8 2.4g handheld keyboard untuk smart tv tv box - tanpa bubble,Jakarta Barat,51000,4.7,793,280,1,barang rusak di kirim,Negative,Anger,mini keyboard wireless i8...
Computers and Laptops,"aonez meja komputer lipat multifungsi, meja komputer portabel - b",Kab.eBekasi,300000,4.8,729,429,1,"gak bener nih, harusnya yang dateng tuh meja utuh, malah baut2 gak terpasang, dan baut2nya kecil banget... mau dilem ?? ngaco nih ****** !",Negative,Anger,aonez meja komputer lipat...
Computers and Laptops,razer hammerhead pro v2,Jakarta Barat,975000,4.9,6179,4182,1,driver ngaco bukan tokonya. barang ok. itu smart namanya bengak. gua kasih puas komen jg lu. bintang satunya buat driver. *****,Negative,Anger,razer hammerhead pro v2
Computers and Laptops,windows 10 pro original lisensi - invoice,Kota Bekasi,18000,4.9,11000,4765,1,kecewa lah.gk ada penyelesaian.di chat kg di bls di wa kg di bls. lari gitu aj sampah.,Negative,Anger,windows 10 pro original l...
Computers and Laptops,"logitech c920 webcam pro full hd 1080p autofocus, noise-cancelling",Jakarta Timur,999000,4.9,10900,4755,1,"barang dikirim salah, pesan webcam logitech di logitech official kok bs dikirimmya headphone jbl! dan penukaran barang butuh 4hari kerja! sungguh lama",Negative,Anger,logitech c920 webcam pro ...
Computers and Laptops,[fs] logitech mk275 wireless keyboard mouse combo,Jakarta Timur,200000,4.9,3186,1525,5,bagus banget keyboardnya. packing sangat aman karena double kardus. warna juga keren.,Positive,Love,[fs] logitech mk275 wirel...
Computers and Laptops,samoon ace usb cooling pad / coolpad / cooler / kipas pendingin laptop,Kota Malang,46000,4.7,1311,500,5,"aaaa bagus banget pengirimannya cepatt dan aman juga packaging nya, bisa nyala juga tdi udh dicoba,, beli dgn harga rp0 senengggbangett",Positive,Love,samoon ace usb cooling pa...
Computers and Laptops,charger adaptor macbook pro 2008 2009 2010 2011 2012 magsafe 1 60w ori,Jakarta Pusat,230000,4.9,1408,721,5,"terima kasihh boss, mantappss.. smoga lancarr n berkah rezekinya..smngttt boss ??????",Positive,Love,charger adaptor macbook p...
Computers and Laptops,"cooling pad laptop tahan 24 jam 6.000 rpm angin topan - gambar no 1, bening",Kota Surabaya,385000,5.0,2716,1843,5,barangnya buwaguusss.... sesuai pesanan.... angin nya kencang... seperti angin puting beliung.... laptop ademmmm benerrr,Positive,Love,cooling pad laptop tahan ...
Computers and Laptops,xiaomi xiaovv webcam 1080p usb camera full hd with mic webcast live,Jakarta Barat,188000,4.9,3451,1651,5,"mantap bgt, kualitas beneran sama kaya webcam sejutaan",Positive,Love,xiaomi xiaovv webcam 1080...
Computers and Laptops,xiaomi xiaovv webcam 1080p usb camera full hd with mic webcast live,Jakarta Barat,188000,4.9,3451,1651,5,"sampai dengan selamat, mulus dan berfungsi sempurna. seller mau sabar dikonsultasikan dan mengemas dengan aman. recommended",Positive,Love,xiaomi xiaovv webcam 1080...
Computers and Laptops,logitech g102 lightsync gaming mouse [fs] - hitam,Jakarta Pusat,379000,4.9,3185,1829,5,"proses pesanan dan pengiriman barang cukup cepat, produk sesuai deskripsi, seller responsif, sukses dan tetap jaga protokol kesehatan ya seller! terima kasih.",Positive,Love,logitech g102 lightsync g...
Computers and Laptops,sandisk ultra microsd 32gb a1 microsdhc uhs-i micro sd - no adapter,Jakarta Pusat,75900,4.9,6754,3507,5,"penjual ramah, barangnya bagus, sesuai dgn pesanan, packing rapi, padahal cmn pesan 1 ??????????....",Positive,Love,sandisk ultra microsd 32g...
Computers and Laptops,[baru] ram / memory samsung pc ddr3 8gb,Jakarta Selatan,308000,4.9,3168,813,5,"selamat siang bos, pesanan sudah saya terima. belum di pasang / di coba. packing sangat rapi dan aman. product mantap. pokoknya top markotop. pelayanan sangat oke. toko sangat recomended sekali. makasih banyak atas semuanya. salam sukses, sehat dan sejahtera selalu. aamiin",Positive,Love,[baru] ram / memory samsu...
Computers and Laptops,[baru] ram / memory samsung pc ddr3 8gb,Jakarta Selatan,308000,4.9,3168,813,5,recommended seller??????,Positive,Love,[baru] ram / memory samsu...
Computers and Laptops,[baru] ram / memory samsung pc ddr3 8gb,Jakarta Selatan,308000,4.9,3168,813,5,top bgt,Positive,Love,[baru] ram / memory samsu...
Computers and Laptops,[baru] ram / memory samsung pc ddr3 8gb,Jakarta Selatan,308000,4.9,3168,813,5,"asli samsung, pelayanan sangat baik",Positive,Love,[baru] ram / memory samsu...
Computers and Laptops,thermal grizzly kryonaut thermal paste 1 gram cooler original - kemasan baru,Jakarta Selatan,85000,4.9,7834,4099,5,mantap laptop jd adem ga cpt panas ????,Positive,Love,thermal grizzly kryonaut ...
Computers and Laptops,thermal grizzly kryonaut thermal paste 1 gram cooler original - kemasan baru,Jakarta Selatan,85000,4.9,7834,4099,5,"memory sdh sy pasang. ada 4 keping 8 gb ddr3, semua berfungsi dg baik. pengiriman lumayan cepat. recommended seller. ??",Positive,Love,thermal grizzly kryonaut ...
Computers and Laptops,sandisk cruzer blade 16gb cz50 flashdisk,Jakarta Pusat,82500,4.9,35900,6630,5,"waw murah bangetttt, packingnya rapih, produknya bagus keren mantap. sangat uhuuy pisan deh pokoknya hehehehehe",Positive,Love,sandisk cruzer blade 16gb...
Computers and Laptops,sandisk cruzer blade 16gb cz50 flashdisk,Jakarta Pusat,82500,4.9,35900,6630,5,mantab. respon cepat. pesanan tidak mengecewakan. rekomended buat belanja spare part. terima kasih atas kerja samanya,Positive,Love,sandisk cruzer blade 16gb...
Computers and Laptops,sandisk cruzer blade 16gb cz50 flashdisk,Jakarta Pusat,82500,4.9,35900,6630,5,"recommended, fast print fast response",Positive,Love,sandisk cruzer blade 16gb...
Computers and Laptops,sandisk cruzer blade 16gb cz50 flashdisk,Jakarta Pusat,82500,4.9,35900,6630,5,"gila...pengiriman cepet banget..dr surabaya ke bogor,fast respont,barang ok,sesuai banget,packing rapi...recomended seller euy...??????????ma kasih gan..thanks toped",Positive,Love,sandisk cruzer blade 16gb...
Computers and Laptops,sandisk cruzer blade 16gb cz50 flashdisk,Jakarta Pusat,82500,4.9,35900,6630,5,"barangnya sudah sampai, cepet banget. recommended lah. tengkyuuu",Positive,Love,sandisk cruzer blade 16gb...
Computers and Laptops,sandisk cruzer blade 16gb cz50 flashdisk,Jakarta Pusat,82500,4.9,35900,6630,5,"recommended seller!! respon cepat, pengiriman cukup cepat...",Positive,Love,sandisk cruzer blade 16gb...
Computers and Laptops,razer hammerhead pro v2,Jakarta Barat,975000,4.9,5909,3972,5,earcupnya lembut. best value headset. sound mantap. nyaman dan praktis tinggal plug and play. mantaaaap laaah buat gamer,Positive,Love,razer hammerhead pro v2
Computers and Laptops,ram kingston hyperx fury ddr4 8gb 2666mhz 21300 gaming ram pc ddr4 8gb,Jakarta Selatan,425000,4.9,5145,1970,5,"respon cepat, barang original terbaik recomended packing baik. sukses selalu ya",Positive,Love,ram kingston hyperx fury ...
Computers and Laptops,razer hammerhead pro v4,Jakarta Barat,975000,4.9,5909,3972,5,kualitas suara ok banget apalagi dengan harga yang terjangkau barang pun dijamin ori karena sudah terdaftar di website razer langsung pokoknya bagus lah bassnya juga kerasa,Positive,Love,razer hammerhead pro v4
Computers and Laptops,dbe gm190 7.1 virtual surround gaming headphone,Jakarta Selatan,195000,4.9,5421,3396,5,"10/10, kualitas produk sangat baik dengan harga yang tertera. nyaman dipakai, suara keras dan 7.1 berfungsi dengan baik. definitely would recommend this.",Positive,Love,dbe gm190 7.1 virtual sur...
Computers and Laptops,antivirus kaspersky total security 1 device 1 tahun - 1 device 1 th,Jakarta Barat,125000,5.0,4503,1854,5,"mantaaap. tanggap banget, fast respon. juossssssss",Positive,Love,antivirus kaspersky total...
Computers and Laptops,dbe gm190 7.1 virtual surround gaming headphone,Jakarta Selatan,195000,4.9,5421,3396,5,"barangnya bagus bangett, dengan harga yang affordable dengan kualitas yang lumayan gokil sihh",Positive,Love,dbe gm190 7.1 virtual sur...
Computers and Laptops,logitech wireless mouse & keyboard bundle combo mk220 - hitam,Jakarta Barat,235000,4.8,7713,2978,5,mantappppp. recommended keyboard ma mousenya ????????????,Positive,Love,logitech wireless mouse &...
Computers and Laptops,fantech oca258 / oc-a258 kursi kerja kantor premium office chair - pink,Jakarta Pusat,1299000,4.9,927,571,5,mantab minnn pengiriman jam 5 sore masih di gasss ????,Positive,Love,fantech oca258 / oc-a258 ...
Computers and Laptops,mousepad gaming fantech firefly mpr800s rgb,Jakarta Barat,399000,5.0,3941,2281,5,mantap banget kualitasnya gak usah diragukan lagi,Positive,Love,mousepad gaming fantech f...
Computers and Laptops,mousepad gaming fantech firefly mpr800s rgb,Jakarta Barat,399000,5.0,3941,2281,5,"cakep produk nya, rekomen banget nih, sesuai deskripsi",Positive,Love,mousepad gaming fantech f...
Computers and Laptops,mousepad gaming fantech firefly mpr800s rgb,Jakarta Barat,399000,5.0,3941,2281,5,"packing rapih, fast response, dan rgbnya juga bagus ??sangat di rekomendasikan 10/10",Positive,Love,mousepad gaming fantech f...
Computers and Laptops,fantech oca258 / oc-a258 kursi kerja kantor premium office chair - pink,Jakarta Pusat,1299000,4.9,927,571,5,"as always gapernah gagal belanja sini, thanks ggs",Positive,Love,fantech oca258 / oc-a258 ...
Computers and Laptops,fantech oca258 / oc-a258 kursi kerja kantor premium office chair - pink,Jakarta Pusat,1299000,4.9,927,571,5,"cakep bet dah, mau duduk aja di kursi ini sampe ga mau berdiri lagi rasanya",Positive,Love,fantech oca258 / oc-a258 ...
Computers and Laptops,airo aio24x 144hz 1080p 24 inch ips gaming monitor - aio24x,Jakarta Timur,2799000,4.9,933,615,5,"overall memuaskan, layar bagus walau menurut saya ipsnya ga sebagus ips tv, warna sudah bagus ga oversaturated, brightness sangat terang, buat di pakai dalam gelap tetap silau biar brightness udah 0. layar bisa di putar, cm di kaki saja gampang kedorong, refresh rate terbukti cepat, buat fps sudah mantab. kalau asa softwarenya mungkin lebih bagus lagi, jd setting ga perlu lewat tombol di belakang. dpt kabel display port, desain keren hampir bezelless, nice.",Positive,Love,airo aio24x 144hz 1080p 2...
Computers and Laptops,airo aio24x 144hz 1080p 24 inch ips gaming monitor - aio24x,Jakarta Timur,2799000,4.9,933,615,5,"love it, product bagus. worth it. thank you????",Positive,Love,airo aio24x 144hz 1080p 2...
Computers and Laptops,airo aio24x 144hz 1080p 24 inch ips gaming monitor - aio24x,Jakarta Timur,2799000,4.9,933,615,5,"airo ini punya customer service yang super duper bagus, kapanpun saya punya pertanyaan, mereka selalu jawab dengan okey! produknya pun bagus! puas banget! love airo??",Positive,Love,airo aio24x 144hz 1080p 2...
Computers and Laptops,windows 10 pro original lisensi - invoice,Kota Bekasi,18000,4.9,11000,4765,5,"barangnya mantap, berkualitas, kokoh, bergaransi, seller ramah, pokoknya mantap banget",Positive,Love,windows 10 pro original l...
Computers and Laptops,windows 10 pro original lisensi - invoice,Kota Bekasi,18000,4.9,11000,4765,5,"layanan sangat memuaskan, seller rekomended",Positive,Love,windows 10 pro original l...
Computers and Laptops,huion h430p graphic drawing tablet osu alternati h420 h640p hs64 s640 - tablet,Jakarta Barat,322000,5.0,7486,3723,5,"luar biasa, packing di jamin aman, pakai bubblewrap. cepet banget prosesnya. senin malam cekout, paginya kirim, hari ini rabu sore sampai. sangat cepat. sangat puas. terimakasih, sukses selalu yah tech cube",Positive,Love,huion h430p graphic drawi...
Computers and Laptops,huion h430p graphic drawing tablet osu alternati h420 h640p hs64 s640 - tablet,Jakarta Barat,322000,5.0,7486,3723,5,"mantap sekali sangat recommended, respon seller bintang 5 baru pesan tadi malam hari ini langsung datang",Positive,Love,huion h430p graphic drawi...
Computers and Laptops,laptop stand holder lipat adjustable anti slip portable untuk laptop,Kab. Tangerang,17999,4.3,5089,2846,1,bahan dari plastik dan tidak kuat juga buat menopang laptop.ini sih kuatnya buat tablet gaisss. lebih baik jangan beli yang ini,Negative,Fear,laptop stand holder lipat...
Computers and Laptops,kepala colokan listrik charger macbook untuk colokan indonesia,Jakarta Selatan,85000,4.9,1339,718,1,barang ga pernah sampe.. katanya dikirim nyusul tapi ditanya no resi ga dikasih2..,Negative,Fear,kepala colokan listrik ch...
Computers and Laptops,coolcold laptop vacuum vacum cooler cooling pad hisap panas notebook,Kota Depok,55000,4.8,13900,6671,1,gak bisa di gunakan ini gimana,Negative,Fear,coolcold laptop vacuum va...
Computers and Laptops,sandisk extreme pro sdxc uhs-i card 64gb 170mb/s,Jakarta Pusat,279000,5.0,3111,1456,1,"saran aja buat temen temen yang beli disini , jangan buang box nya simpan terus biar kalo baru beli terus rusak bisa di claim garansinya,",Negative,Fear,sandisk extreme pro sdxc ...
Computers and Laptops,logitech g102 lightsync gaming mouse [fs] - hitam,Jakarta Pusat,379000,4.9,3185,1829,2,"packaging gk aman bgt, bubble wrap tipis alhasil kemasan barang agak penyok pas dateng, thank god barangnya aman. ini official store seharusnya lebih baik lagi, fix min next duh.",Negative,Fear,logitech g102 lightsync g...
Computers and Laptops,"rb - c78 meja laptop lipat portable meja belajar anak multifungsi anti - polos, 03",Kab. Tangerang,39998,4.7,6197,2440,1,biarkan gambar bercerita.. pesan 20 bh yg rusak 10 bh.. jgn percaya balasan pembelaan apapun dari seller tidak amanah.. alasan rusak expedisi padahal bisa dilihat sebagian letak cacat 100 % bukan dari expedisi dan sebagian yg lain kalaupun dari expedisi ceroboh itu karena packingan tanpa kardus per satuannya dan bubble juga tipis sekali lewat seadanya tanpa tempelan fragile padahal sudah pesan bubble dan kardus tambahan.. seller berusaha dilimpahkan biar diganti asuransi untung sudah diviseo unboxing dan ditolak jg dr expedisi.. saya tidak pernah cerita panjang lebar di ulasan. tapi berhubung demi kenyamanan buyer lain utk jadi pertimbangan.. bacalah ini.. waspadalah waspadalah tidak ada itikad baik berusaha lepas tangan bahaya bisa rusak tokopedia kalau banyak seller begini.. sudah dikasih note sewaktu proses dan sudah juga dichat dulu sebelum kirim utk hati hati karena mau utk dijual lagi.. sudah ajukan resolusi pengambalian dana ke tokopedia tp dialihkan ke asuransi.. utk akhirnya tetap tokopeda refund dana. trims admin,Negative,Fear,rb - c78 meja laptop lipa...
